Well_Permit_Num,Period_ID,Production_Indicator,Well_Status,Farm_Name,Spud_Date,Gas_Quantity,Gas_Production_Days,Condensate_Quantity,Condensate_Production_Days,Oil_Quantity,Oil_Production_Days,Averaged,Operator,OGO_NUM,Well_County,Well_Municipality,Well_Latitude,Well_Longitude,Unconventional,Well_Configuration,Home_Use,Reporting_Period,Comment_Reason,Comment_Text,Record_Source
035-21196,15DECU,No,ACTIVE,COP TRACT 678 B1001H,05/07/2010,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,CLINTON,NOYES,41.284158,-77.712414,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
035-21219,15DECU,Yes,ACTIVE,COP TRACT 344 A1002H,07/18/2010,15642,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,CLINTON,NOYES,41.222217,-77.707767,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
035-21221,15DECU,Yes,ACTIVE,COP TRACT 344 A1004H,07/18/2010,28996,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,CLINTON,NOYES,41.222256,-77.707669,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
035-21222,15DECU,Yes,ACTIVE,COP TRACT 344 A1001H,07/18/2010,16161,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,CLINTON,NOYES,41.222197,-77.707814,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
035-21224,15DECU,Yes,ACTIVE,COP TRACT 344 A1003H,07/18/2010,10821,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,CLINTON,NOYES,41.222236,-77.707719,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
035-21116,15DECU,No,RINAC,WINNER 1,07/28/2008,,,,,,,No,FRONTIER NATURAL RESOURCES,OGO-68750,CLINTON,WEST KEATING,41.244108,-77.978099,Yes,VERTI,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
035-21226,15DECU,No,RINAC,WINNER 4 8HG,10/25/2010,,,,,,,No,FRONTIER NATURAL RESOURCES,OGO-68750,CLINTON,WEST KEATING,41.224586,-77.998044,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
035-21262,15DECU,No,RINAC,WINNER 4 9H,12/05/2011,,,,,,,No,FRONTIER NATURAL RESOURCES,OGO-68750,CLINTON,WEST KEATING,41.224522,-77.998011,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
039-25761,15DECU,Yes,ACTIVE,LIPPERT UNIT 1H,06/25/2012,3001,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,CRAWFORD,EAST FAIRFIELD,41.552968,-80.061419,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
039-25764,15DECU,No,ACTIVE,BYLER 2083 4HD,12/09/2012,,,,,,,No,SWEPI LP,OGO-67805,CRAWFORD,EAST FALLOWFIELD,41.487833,-80.334978,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,Inactive Status approved 4/15/14,OGRE
039-25765,15DECU,No,RINAC,STAAB 1H,12/11/2012,,,,,,,No,HALCON OPR CO INC,OGO-68300,CRAWFORD,NORTH SHENANGO,41.590981,-80.430025,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,Inactive Status,OGRE
047-24131,15DECU,No,ACTIVE,COP 1V 4273,06/24/2008,,,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.286922,-78.616246,Yes,VERTI,No,Dec 2015 (Unconventional wells),Plugged well,Plugged on 5/29/2014,OGRE
047-24138,15DECU,Yes,ACTIVE,COP 3H 4093,07/20/2008,7754.43,31,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.291509,-78.618133,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24172,15DECU,No,RINAC,COP 2H 4093,12/13/2008,,,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.292342,-78.621939,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-24255,15DECU,Yes,ACTIVE,C O P 8H 4093,05/05/2009,6580.69,31,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.291648,-78.617994,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24311,15DECU,No,RINAC,C O P 10H 4093,06/30/2010,,,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.292842,-78.615689,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-24312,15DECU,No,RINAC,C O P 11H 4093,07/01/2010,,,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.293009,-78.615578,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-24442,15DECU,Yes,ACTIVE,C O P 39H 4273,07/05/2010,22097.61,31,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.281142,-78.620531,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24443,15DECU,Yes,ACTIVE,C O P 38H 4273,07/05/2010,18991.14,31,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.281175,-78.620353,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24444,15DECU,Yes,ACTIVE,C O P 37H 4273,07/04/2010,14377.46,31,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.281308,-78.620397,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24445,15DECU,Yes,ACTIVE,C O P 36H 4273,07/04/2010,19500.08,31,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,FOX,41.281275,-78.620572,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24803,15DECU,No,ACTIVE,TOBY VALLEY 591395,11/08/2014,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ELK,FOX,41.319419,-78.650753,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24833,15DECU,No,ACTIVE,TOBY VALLEY 591396,11/08/2014,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ELK,FOX,41.3194,-78.650703,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24358,15DECU,Yes,ACTIVE,SGL 2H 39056,11/19/2009,13802,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HIGHLAND,41.475119,-78.921504,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24381,15DECU,Yes,ACTIVE,SRC WARRANT 3752 6H 39086,02/05/2010,12884.53,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HIGHLAND,41.584163,-78.821292,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24478,15DECU,No,RINAC,WARRANT 3781 1401 2H,01/31/2011,,,,,,,No,SWEPI LP,OGO-67805,ELK,HIGHLAND,41.585061,-78.939547,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-24494,15DECU,Yes,ACTIVE,SGL 28 WARRANT 3661 1H 50059,09/20/2010,21834.74,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HIGHLAND,41.475542,-78.935436,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24496,15DECU,Yes,ACTIVE,SGL 28 WARRANT 3661 3H 50061,09/22/2010,21834.75,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HIGHLAND,41.475497,-78.935528,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24643,15DECU,Yes,ACTIVE,SGL 28 WT 2028 4H 50055,11/19/2011,6170,23,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HIGHLAND,41.475192,-78.921697,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24364,15DECU,No,ACTIVE,SRC WARRANT 4200 1V 39254,09/29/2009,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HORTON,41.217207,-78.684614,Yes,VERTI,No,Dec 2015 (Unconventional wells),Plugged well,,OGRE
047-24431,15DECU,No,ACTIVE,SRC WARRANT 4200 3H 50171,03/05/2010,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HORTON,41.221330,-78.688845,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
047-24537,15DECU,No,ACTIVE,LONGHORN A 590835,05/25/2011,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ELK,HORTON,41.318333,-78.765194,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
047-24541,15DECU,No,ACTIVE,LONGHORN A 590830,01/14/2011,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ELK,HORTON,41.318444,-78.765194,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
047-24554,15DECU,No,ACTIVE,SRC WARRANT 4200 5H 50173,03/26/2011,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HORTON,41.221483,-78.688867,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
047-24555,15DECU,Yes,ACTIVE,SRC WARRANT 4200 6H 50174,03/25/2011,34181.76,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HORTON,41.221525,-78.688867,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24556,15DECU,Yes,ACTIVE,SRC WARRANT 4200 7H 50175,03/26/2011,28305.60,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,HORTON,41.221567,-78.688867,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-23983,15DECU,Yes,ACTIVE,MICHAEL PICHLER 1H,09/24/2007,1260,31,,,,,No,EOG RESOURCES INC,OGO-37268,ELK,JAY,41.350814,-78.539714,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24545,15DECU,No,RINAC,LONGHORN C 1 590842,08/13/2011,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ELK,JAY,41.295639,-78.453222,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-24546,15DECU,No,RINAC,LONGHORN C 1 590844,02/16/2011,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ELK,JAY,41.295556,-78.453222,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-24547,15DECU,No,RINAC,LONGHORN C 1 590845,09/02/2011,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ELK,JAY,41.295528,-78.453222,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-24548,15DECU,No,RINAC,LONGHORN C 1 590846,02/15/2011,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ELK,JAY,41.295472,-78.453222,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-23579,15DECU,No,RINAC,REETZ 1691,11/27/2005,,,,,,,No,SWEPI LP,OGO-67805,ELK,JONES,41.570395,-78.616799,Yes,VERTI,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-23827,15DECU,No,RINAC,KOCJANCIC 1966,03/21/2007,,,,,,,No,SWEPI LP,OGO-67805,ELK,JONES,41.568365,-78.634235,Yes,VERTI,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-23921,15DECU,No,RINAC,REETZ 2012,08/27/2007,,,,,,,No,SWEPI LP,OGO-67805,ELK,JONES,41.572734,-78.628810,Yes,VERTI,No,Dec 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
047-24136,15DECU,Yes,ACTIVE,COP 5H 2316,08/28/2008,14067,25,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.584645,-78.472433,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24137,15DECU,No,ACTIVE,COP 6H 2316,10/02/2008,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.583506,-78.475850,Yes,HORIZ,No,Dec 2015 (Unconventional wells),Well Temporarily Not Producing,,OGRE
047-24732,15DECU,Yes,ACTIVE,COP 2316 9H 51263,02/24/2013,107889.10,27,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.584575,-78.472394,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24733,15DECU,Yes,ACTIVE,COP 2316 10H 51264,02/22/2013,85618.78,27,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.584575,-78.472322,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24778,15DECU,Yes,ACTIVE,COP WT 2660 43H 51346,11/19/2013,94335.48,30,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.574519,-78.502508,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24779,15DECU,Yes,ACTIVE,COP WT 2660 45H 51348,11/26/2013,101602.76,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.574561,-78.502353,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24780,15DECU,Yes,ACTIVE,COP WT 2660 46H 51349,11/23/2013,100946.63,30,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.574547,-78.502403,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24781,15DECU,Yes,ACTIVE,COP WT 2660 47H 51350,11/21/2013,107533.15,30,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.574533,-78.502456,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24782,15DECU,Yes,ACTIVE,COP WT 2660 48H 51351,11/17/2013,98425.01,30,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.574506,-78.502558,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24783,15DECU,Yes,ACTIVE,COP WT 2660 49H 51352,11/15/2013,81471.13,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.574492,-78.502611,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24791,15DECU,Yes,ACTIVE,SRC WT 2329 16H 50694,05/01/2014,143945.07,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.588194,-78.428142,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24792,15DECU,Yes,ACTIVE,SRC WT 2329 36H 51334,04/25/2014,78647.19,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.588258,-78.428069,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24793,15DECU,Yes,ACTIVE,SRC WT 2329 37H 51335,04/27/2014,59694.17,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.588228,-78.428106,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24794,15DECU,Yes,ACTIVE,SRC WT 2329 38H 51336,04/25/2014,69571.02,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.588164,-78.428178,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24795,15DECU,Yes,ACTIVE,SRC WT 2329 39H 51337,04/28/2014,57634.45,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.588133,-78.428214,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24796,15DECU,Yes,ACTIVE,SRC WT 2329 40H 51338,05/01/2014,69185.19,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.588103,-78.428253,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24834,15DECU,Yes,ACTIVE,COP 2614 1H 51254,08/16/2014,159881.04,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587986,-78.492264,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24835,15DECU,Yes,ACTIVE,COP 2614 2H 51255,08/17/2014,141439.79,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.588025,-78.492247,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24836,15DECU,Yes,ACTIVE,COP 2614 3H 51256,08/15/2014,137200.81,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587947,-78.492278,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24837,15DECU,Yes,ACTIVE,COP 2614 4H 51257,08/14/2014,137265,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587908,-78.492294,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24838,15DECU,Yes,ACTIVE,COP 2614 7H 51258,08/13/2014,143858.69,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587867,-78.492308,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24839,15DECU,Yes,ACTIVE,COP 2614 18H 51268,08/17/2014,165879.19,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587828,-78.492325,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24840,15DECU,Yes,ACTIVE,COP 2614 19H 51269,08/16/2014,154157.89,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587789,-78.492339,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24841,15DECU,Yes,ACTIVE,COP 2614 20H 51270,08/15/2014,148249.22,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587750,-78.492356,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24842,15DECU,Yes,ACTIVE,COP 2614 21H 51271,08/13/2014,148922,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587669,-78.492386,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24843,15DECU,Yes,ACTIVE,COP 2614 22H 51272,08/14/2014,148742.17,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587708,-78.492369,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24860,15DECU,No,ACTIVE,COP WT 2661 56H 51419,05/26/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.5880,-78.543211,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24861,15DECU,No,ACTIVE,COP WT 2661 57H 51420,05/26/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.588053,-78.543239,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24862,15DECU,No,ACTIVE,COP WT 2661 58H 51421,05/26/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587947,-78.543192,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24899,15DECU,Yes,ACTIVE,COP WT 2611 50H 51413,12/04/2014,124444.16,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.596867,-78.532183,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24900,15DECU,Yes,ACTIVE,COP WT 2611 51H 51414,01/14/2015,131791.91,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.596786,-78.532219,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24901,15DECU,Yes,ACTIVE,COP WT 2611 52H 51415,01/07/2015,128815.42,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.596906,-78.532167,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24902,15DECU,Yes,ACTIVE,COP WT 2611 53H 51416,01/05/2015,120878.08,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.596828,-78.532203,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24903,15DECU,Yes,ACTIVE,COP WT 2611 54H 51417,12/05/2014,121960.39,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.596747,-78.532236,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24904,15DECU,Yes,ACTIVE,COP WT 2611 55H 51418,12/04/2014,131698.23,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.596708,-78.532253,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24905,15DECU,Yes,ACTIVE,COP WT 2611 60H 51486,01/22/2015,109832.36,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.596944,-78.532144,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24906,15DECU,Yes,ACTIVE,COP WT 2611 61H 51487,12/05/2014,139794.34,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.596669,-78.532269,Yes,HORIZ,No,Dec 2015 (Unconventional wells),,,OGRE
047-24915,15DECU,No,ACTIVE,COP WT 2661 62H 51488,05/26/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.587897,-78.543169,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24928,15DECU,No,ACTIVE,COP WT 2591 70H 51543,07/27/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.564792,-78.5060,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24929,15DECU,No,ACTIVE,COP WT 2591 71H 51544,07/29/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.564831,-78.5060,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24930,15DECU,No,ACTIVE,COP WT 2591 72H 51545,07/31/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.564872,-78.5060,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24931,15DECU,No,ACTIVE,COP WT 2591 73H 51546,07/27/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.564914,-78.506003,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24932,15DECU,No,ACTIVE,COP WT 2591 74H 51547,07/29/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.564956,-78.506003,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24933,15DECU,No,ACTIVE,COP WT 2624 26H 51437,10/27/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621242,-78.504211,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24934,15DECU,No,ACTIVE,COP WT 2624 27H 51438,10/28/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621278,-78.504242,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24935,15DECU,No,ACTIVE,COP WT 2624 28H 51439,10/29/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621208,-78.504178,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24936,15DECU,No,ACTIVE,COP WT 2624 29H 51440,10/30/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621142,-78.504114,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24937,15DECU,No,ACTIVE,COP WT 2624 30H 51441,10/30/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621108,-78.504083,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24938,15DECU,No,ACTIVE,COP WT 2624 31H 51472,07/18/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.620997,-78.504244,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24939,15DECU,No,ACTIVE,COP WT 2624 32H 51504,07/17/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621242,-78.504481,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24940,15DECU,No,ACTIVE,COP WT 2624 33H 51505,10/29/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621175,-78.504147,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24941,15DECU,No,ACTIVE,COP WT 2624 129H 51904,07/18/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621075,-78.504319,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24943,15DECU,No,ACTIVE,COP WT 2624 21H 51432,07/16/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621275,-78.504511,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24944,15DECU,No,ACTIVE,COP WT 2624 22H 51433,07/18/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621164,-78.504406,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24945,15DECU,No,ACTIVE,COP WT 2624 24H 51435,07/19/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621142,-78.504383,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24946,15DECU,No,ACTIVE,COP WT 2624 25H 51436,07/17/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621108,-78.504353,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24947,15DECU,No,ACTIVE,COP WT 2624 23H 51434,07/16/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.621175,-78.504417,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24948,15DECU,No,ACTIVE,COP WT 2591 113HU 51922,07/31/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.564994,-78.506003,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24949,15DECU,No,ACTIVE,COP WT 2591 65H 51538,10/17/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.564731,-78.505781,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
047-24950,15DECU,No,ACTIVE,COP WT 2591 66H 51539,10/17/2015,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,ELK,JONES,41.564772,-78.505781,Yes,HORIZ,No,Dec 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
